hfdst;icd_code;diagnose;nis_code;arrondissement_van_woonplaats_van_de_patiënt;klass_hosp;dag_hosp
17 - Traumata en vergiftigingen (800-999);942;Brandwonde van de romp;12.0;Mechelen;7;0
17 - Traumata en vergiftigingen (800-999);942;Brandwonde van de romp;13.0;Turnhout;10;0
17 - Traumata en vergiftigingen (800-999);942;Brandwonde van de romp;21.0;Brussel-Hoofdstad;5;0
17 - Traumata en vergiftigingen (800-999);942;Brandwonde van de romp;24.0;Leuven;13;0
17 - Traumata en vergiftigingen (800-999);942;Brandwonde van de romp;25.0;Nijvel;< 5;0
17 - Traumata en vergiftigingen (800-999);942;Brandwonde van de romp;31.0;Brugge;5;< 5
17 - Traumata en vergiftigingen (800-999);942;Brandwonde van de romp;33.0;Ieper;< 5;0
17 - Traumata en vergiftigingen (800-999);942;Brandwonde van de romp;34.0;Kortrijk;< 5;< 5
17 - Traumata en vergiftigingen (800-999);942;Brandwonde van de romp;35.0;Oostende;5;0
17 - Traumata en vergiftigingen (800-999);942;Brandwonde van de romp;36.0;Roeselare;5;0
17 - Traumata en vergiftigingen (800-999);942;Brandwonde van de romp;37.0;Tielt;< 5;0
17 - Traumata en vergiftigingen (800-999);942;Brandwonde van de romp;38.0;Veurne;< 5;0
17 - Traumata en vergiftigingen (800-999);942;Brandwonde van de romp;41.0;Aalst;< 5;0
17 - Traumata en vergiftigingen (800-999);942;Brandwonde van de romp;42.0;Dendermonde;5;< 5
17 - Traumata en vergiftigingen (800-999);942;Brandwonde van de romp;43.0;Eeklo;7;0
17 - Traumata en vergiftigingen (800-999);942;Brandwonde van de romp;44.0;Gent;19;< 5
17 - Traumata en vergiftigingen (800-999);942;Brandwonde van de romp;45.0;Oudenaarde;< 5;0
17 - Traumata en vergiftigingen (800-999);942;Brandwonde van de romp;46.0;Sint-Niklaas;6;0
17 - Traumata en vergiftigingen (800-999);942;Brandwonde van de romp;51.0;Aat;< 5;0
17 - Traumata en vergiftigingen (800-999);942;Brandwonde van de romp;52.0;Charleroi;15;0
17 - Traumata en vergiftigingen (800-999);942;Brandwonde van de romp;53.0;Bergen;< 5;0
17 - Traumata en vergiftigingen (800-999);942;Brandwonde van de romp;54.0;Moeskroen;< 5;0
17 - Traumata en vergiftigingen (800-999);942;Brandwonde van de romp;55.0;Zinnik;< 5;0
17 - Traumata en vergiftigingen (800-999);942;Brandwonde van de romp;56.0;Thuin;5;0
17 - Traumata en vergiftigingen (800-999);942;Brandwonde van de romp;57.0;Doornik;< 5;< 5
17 - Traumata en vergiftigingen (800-999);942;Brandwonde van de romp;61.0;Hoei;7;0
17 - Traumata en vergiftigingen (800-999);942;Brandwonde van de romp;62.0;Luik;9;0
17 - Traumata en vergiftigingen (800-999);942;Brandwonde van de romp;63.0;Verviers;5;0
17 - Traumata en vergiftigingen (800-999);942;Brandwonde van de romp;64.0;Borgworm;< 5;0
17 - Traumata en vergiftigingen (800-999);942;Brandwonde van de romp;71.0;Hasselt;9;< 5
17 - Traumata en vergiftigingen (800-999);942;Brandwonde van de romp;72.0;Maaseik;< 5;0
17 - Traumata en vergiftigingen (800-999);942;Brandwonde van de romp;73.0;Tongeren;< 5;0
17 - Traumata en vergiftigingen (800-999);942;Brandwonde van de romp;81.0;Aarlen;< 5;0
17 - Traumata en vergiftigingen (800-999);942;Brandwonde van de romp;91.0;Dinant;< 5;0
17 - Traumata en vergiftigingen (800-999);942;Brandwonde van de romp;92.0;Namen;5;0
17 - Traumata en vergiftigingen (800-999);942;Brandwonde van de romp;93.0;Philippeville;< 5;0
17 - Traumata en vergiftigingen (800-999);943;Brandwonde van het bovenste lidmaat, behalve pols en hand;0.0;Buitenlands verblijf;13;< 5
17 - Traumata en vergiftigingen (800-999);943;Brandwonde van het bovenste lidmaat, behalve pols en hand;11.0;Antwerpen;23;7
17 - Traumata en vergiftigingen (800-999);943;Brandwonde van het bovenste lidmaat, behalve pols en hand;12.0;Mechelen;7;< 5
17 - Traumata en vergiftigingen (800-999);943;Brandwonde van het bovenste lidmaat, behalve pols en hand;13.0;Turnhout;9;0
17 - Traumata en vergiftigingen (800-999);943;Brandwonde van het bovenste lidmaat, behalve pols en hand;21.0;Brussel-Hoofdstad;6;0
17 - Traumata en vergiftigingen (800-999);943;Brandwonde van het bovenste lidmaat, behalve pols en hand;23.0;Halle-Vilvoorde;< 5;0
17 - Traumata en vergiftigingen (800-999);943;Brandwonde van het bovenste lidmaat, behalve pols en hand;24.0;Leuven;7;< 5
17 - Traumata en vergiftigingen (800-999);943;Brandwonde van het bovenste lidmaat, behalve pols en hand;25.0;Nijvel;< 5;< 5
17 - Traumata en vergiftigingen (800-999);943;Brandwonde van het bovenste lidmaat, behalve pols en hand;31.0;Brugge;5;< 5
17 - Traumata en vergiftigingen (800-999);943;Brandwonde van het bovenste lidmaat, behalve pols en hand;32.0;Diksmuide;< 5;0
17 - Traumata en vergiftigingen (800-999);943;Brandwonde van het bovenste lidmaat, behalve pols en hand;33.0;Ieper;< 5;0
17 - Traumata en vergiftigingen (800-999);943;Brandwonde van het bovenste lidmaat, behalve pols en hand;34.0;Kortrijk;8;0
17 - Traumata en vergiftigingen (800-999);943;Brandwonde van het bovenste lidmaat, behalve pols en hand;35.0;Oostende;< 5;0
17 - Traumata en vergiftigingen (800-999);943;Brandwonde van het bovenste lidmaat, behalve pols en hand;36.0;Roeselare;< 5;< 5
17 - Traumata en vergiftigingen (800-999);943;Brandwonde van het bovenste lidmaat, behalve pols en hand;37.0;Tielt;< 5;0
17 - Traumata en vergiftigingen (800-999);943;Brandwonde van het bovenste lidmaat, behalve pols en hand;38.0;Veurne;< 5;0
17 - Traumata en vergiftigingen (800-999);943;Brandwonde van het bovenste lidmaat, behalve pols en hand;41.0;Aalst;5;0
17 - Traumata en vergiftigingen (800-999);943;Brandwonde van het bovenste lidmaat, behalve pols en hand;42.0;Dendermonde;< 5;< 5
17 - Traumata en vergiftigingen (800-999);943;Brandwonde van het bovenste lidmaat, behalve pols en hand;43.0;Eeklo;< 5;< 5
17 - Traumata en vergiftigingen (800-999);943;Brandwonde van het bovenste lidmaat, behalve pols en hand;44.0;Gent;13;< 5
17 - Traumata en vergiftigingen (800-999);943;Brandwonde van het bovenste lidmaat, behalve pols en hand;45.0;Oudenaarde;6;0
17 - Traumata en vergiftigingen (800-999);943;Brandwonde van het bovenste lidmaat, behalve pols en hand;46.0;Sint-Niklaas;< 5;< 5
17 - Traumata en vergiftigingen (800-999);943;Brandwonde van het bovenste lidmaat, behalve pols en hand;51.0;Aat;< 5;0
17 - Traumata en vergiftigingen (800-999);943;Brandwonde van het bovenste lidmaat, behalve pols en hand;52.0;Charleroi;25;< 5
17 - Traumata en vergiftigingen (800-999);943;Brandwonde van het bovenste lidmaat, behalve pols en hand;53.0;Bergen;5;0
17 - Traumata en vergiftigingen (800-999);943;Brandwonde van het bovenste lidmaat, behalve pols en hand;54.0;Moeskroen;0;< 5
17 - Traumata en vergiftigingen (800-999);943;Brandwonde van het bovenste lidmaat, behalve pols en hand;55.0;Zinnik;< 5;< 5
17 - Traumata en vergiftigingen (800-999);943;Brandwonde van het bovenste lidmaat, behalve pols en hand;56.0;Thuin;< 5;0
17 - Traumata en vergiftigingen (800-999);943;Brandwonde van het bovenste lidmaat, behalve pols en hand;57.0;Doornik;< 5;0
17 - Traumata en vergiftigingen (800-999);943;Brandwonde van het bovenste lidmaat, behalve pols en hand;61.0;Hoei;< 5;0
17 - Traumata en vergiftigingen (800-999);943;Brandwonde van het bovenste lidmaat, behalve pols en hand;62.0;Luik;6;0
17 - Traumata en vergiftigingen (800-999);943;Brandwonde van het bovenste lidmaat, behalve pols en hand;63.0;Verviers;< 5;0
17 - Traumata en vergiftigingen (800-999);943;Brandwonde van het bovenste lidmaat, behalve pols en hand;71.0;Hasselt;10;< 5
17 - Traumata en vergiftigingen (800-999);943;Brandwonde van het bovenste lidmaat, behalve pols en hand;72.0;Maaseik;7;0
17 - Traumata en vergiftigingen (800-999);943;Brandwonde van het bovenste lidmaat, behalve pols en hand;73.0;Tongeren;< 5;0
17 - Traumata en vergiftigingen (800-999);943;Brandwonde van het bovenste lidmaat, behalve pols en hand;82.0;Bastenaken;< 5;0
17 - Traumata en vergiftigingen (800-999);943;Brandwonde van het bovenste lidmaat, behalve pols en hand;84.0;Neufchâteau;< 5;0
17 - Traumata en vergiftigingen (800-999);943;Brandwonde van het bovenste lidmaat, behalve pols en hand;91.0;Dinant;< 5;0
17 - Traumata en vergiftigingen (800-999);943;Brandwonde van het bovenste lidmaat, behalve pols en hand;92.0;Namen;< 5;< 5
17 - Traumata en vergiftigingen (800-999);943;Brandwonde van het bovenste lidmaat, behalve pols en hand;93.0;Philippeville;< 5;0
17 - Traumata en vergiftigingen (800-999);943;Brandwonde van het bovenste lidmaat, behalve pols en hand;99.0;Zonder vast verblijf;< 5;0
17 - Traumata en vergiftigingen (800-999);944;Brandwonde van pols(en) en hand(en);0.0;Buitenlands verblijf;7;0
17 - Traumata en vergiftigingen (800-999);944;Brandwonde van pols(en) en hand(en);11.0;Antwerpen;19;8
17 - Traumata en vergiftigingen (800-999);944;Brandwonde van pols(en) en hand(en);12.0;Mechelen;< 5;< 5
17 - Traumata en vergiftigingen (800-999);944;Brandwonde van pols(en) en hand(en);13.0;Turnhout;13;0
17 - Traumata en vergiftigingen (800-999);944;Brandwonde van pols(en) en hand(en);21.0;Brussel-Hoofdstad;7;0
17 - Traumata en vergiftigingen (800-999);944;Brandwonde van pols(en) en hand(en);23.0;Halle-Vilvoorde;< 5;0
17 - Traumata en vergiftigingen (800-999);944;Brandwonde van pols(en) en hand(en);24.0;Leuven;18;< 5
17 - Traumata en vergiftigingen (800-999);944;Brandwonde van pols(en) en hand(en);25.0;Nijvel;< 5;0
17 - Traumata en vergiftigingen (800-999);944;Brandwonde van pols(en) en hand(en);31.0;Brugge;< 5;6
17 - Traumata en vergiftigingen (800-999);944;Brandwonde van pols(en) en hand(en);33.0;Ieper;< 5;0
17 - Traumata en vergiftigingen (800-999);944;Brandwonde van pols(en) en hand(en);34.0;Kortrijk;< 5;< 5
17 - Traumata en vergiftigingen (800-999);944;Brandwonde van pols(en) en hand(en);35.0;Oostende;< 5;0
17 - Traumata en vergiftigingen (800-999);944;Brandwonde van pols(en) en hand(en);36.0;Roeselare;7;< 5
17 - Traumata en vergiftigingen (800-999);944;Brandwonde van pols(en) en hand(en);37.0;Tielt;7;0
17 - Traumata en vergiftigingen (800-999);944;Brandwonde van pols(en) en hand(en);41.0;Aalst;6;0
17 - Traumata en vergiftigingen (800-999);944;Brandwonde van pols(en) en hand(en);42.0;Dendermonde;< 5;0
17 - Traumata en vergiftigingen (800-999);944;Brandwonde van pols(en) en hand(en);43.0;Eeklo;< 5;0
17 - Traumata en vergiftigingen (800-999);944;Brandwonde van pols(en) en hand(en);44.0;Gent;8;0
17 - Traumata en vergiftigingen (800-999);944;Brandwonde van pols(en) en hand(en);45.0;Oudenaarde;< 5;< 5
17 - Traumata en vergiftigingen (800-999);944;Brandwonde van pols(en) en hand(en);46.0;Sint-Niklaas;5;< 5
17 - Traumata en vergiftigingen (800-999);944;Brandwonde van pols(en) en hand(en);51.0;Aat;< 5;0
17 - Traumata en vergiftigingen (800-999);944;Brandwonde van pols(en) en hand(en);52.0;Charleroi;10;6
17 - Traumata en vergiftigingen (800-999);944;Brandwonde van pols(en) en hand(en);53.0;Bergen;5;< 5
17 - Traumata en vergiftigingen (800-999);944;Brandwonde van pols(en) en hand(en);54.0;Moeskroen;0;< 5
17 - Traumata en vergiftigingen (800-999);944;Brandwonde van pols(en) en hand(en);55.0;Zinnik;< 5;< 5
17 - Traumata en vergiftigingen (800-999);944;Brandwonde van pols(en) en hand(en);56.0;Thuin;< 5;< 5
17 - Traumata en vergiftigingen (800-999);944;Brandwonde van pols(en) en hand(en);57.0;Doornik;< 5;0
17 - Traumata en vergiftigingen (800-999);944;Brandwonde van pols(en) en hand(en);61.0;Hoei;< 5;0
17 - Traumata en vergiftigingen (800-999);944;Brandwonde van pols(en) en hand(en);62.0;Luik;8;< 5
17 - Traumata en vergiftigingen (800-999);944;Brandwonde van pols(en) en hand(en);63.0;Verviers;< 5;< 5
17 - Traumata en vergiftigingen (800-999);944;Brandwonde van pols(en) en hand(en);64.0;Borgworm;0;< 5
17 - Traumata en vergiftigingen (800-999);944;Brandwonde van pols(en) en hand(en);71.0;Hasselt;< 5;0
17 - Traumata en vergiftigingen (800-999);944;Brandwonde van pols(en) en hand(en);72.0;Maaseik;6;0
17 - Traumata en vergiftigingen (800-999);944;Brandwonde van pols(en) en hand(en);73.0;Tongeren;< 5;< 5
17 - Traumata en vergiftigingen (800-999);944;Brandwonde van pols(en) en hand(en);81.0;Aarlen;< 5;0
17 - Traumata en vergiftigingen (800-999);944;Brandwonde van pols(en) en hand(en);82.0;Bastenaken;< 5;0
17 - Traumata en vergiftigingen (800-999);944;Brandwonde van pols(en) en hand(en);83.0;Marche-en-Famenne;< 5;< 5
17 - Traumata en vergiftigingen (800-999);944;Brandwonde van pols(en) en hand(en);84.0;Neufchâteau;< 5;0
17 - Traumata en vergiftigingen (800-999);944;Brandwonde van pols(en) en hand(en);85.0;Virton;< 5;0
17 - Traumata en vergiftigingen (800-999);944;Brandwonde van pols(en) en hand(en);91.0;Dinant;< 5;0
17 - Traumata en vergiftigingen (800-999);944;Brandwonde van pols(en) en hand(en);92.0;Namen;7;< 5
17 - Traumata en vergiftigingen (800-999);944;Brandwonde van pols(en) en hand(en);93.0;Philippeville;< 5;< 5
17 - Traumata en vergiftigingen (800-999);944;Brandwonde van pols(en) en hand(en);99.0;Zonder vast verblijf;< 5;0
17 - Traumata en vergiftigingen (800-999);945;Brandwonde van het onderste lidmaat;0.0;Buitenlands verblijf;10;0
17 - Traumata en vergiftigingen (800-999);945;Brandwonde van het onderste lidmaat;11.0;Antwerpen;42;5
17 - Traumata en vergiftigingen (800-999);945;Brandwonde van het onderste lidmaat;12.0;Mechelen;9;0
17 - Traumata en vergiftigingen (800-999);945;Brandwonde van het onderste lidmaat;13.0;Turnhout;23;< 5
17 - Traumata en vergiftigingen (800-999);945;Brandwonde van het onderste lidmaat;21.0;Brussel-Hoofdstad;10;< 5
17 - Traumata en vergiftigingen (800-999);945;Brandwonde van het onderste lidmaat;23.0;Halle-Vilvoorde;< 5;0
17 - Traumata en vergiftigingen (800-999);945;Brandwonde van het onderste lidmaat;24.0;Leuven;26;< 5
17 - Traumata en vergiftigingen (800-999);945;Brandwonde van het onderste lidmaat;25.0;Nijvel;< 5;0
17 - Traumata en vergiftigingen (800-999);945;Brandwonde van het onderste lidmaat;31.0;Brugge;8;< 5
17 - Traumata en vergiftigingen (800-999);945;Brandwonde van het onderste lidmaat;32.0;Diksmuide;< 5;0
17 - Traumata en vergiftigingen (800-999);945;Brandwonde van het onderste lidmaat;33.0;Ieper;< 5;< 5
17 - Traumata en vergiftigingen (800-999);945;Brandwonde van het onderste lidmaat;34.0;Kortrijk;8;< 5
17 - Traumata en vergiftigingen (800-999);945;Brandwonde van het onderste lidmaat;35.0;Oostende;< 5;0
17 - Traumata en vergiftigingen (800-999);945;Brandwonde van het onderste lidmaat;36.0;Roeselare;5;0
17 - Traumata en vergiftigingen (800-999);945;Brandwonde van het onderste lidmaat;37.0;Tielt;< 5;0
17 - Traumata en vergiftigingen (800-999);945;Brandwonde van het onderste lidmaat;41.0;Aalst;5;< 5
17 - Traumata en vergiftigingen (800-999);945;Brandwonde van het onderste lidmaat;42.0;Dendermonde;< 5;< 5
17 - Traumata en vergiftigingen (800-999);945;Brandwonde van het onderste lidmaat;43.0;Eeklo;< 5;< 5
17 - Traumata en vergiftigingen (800-999);945;Brandwonde van het onderste lidmaat;44.0;Gent;22;< 5
17 - Traumata en vergiftigingen (800-999);945;Brandwonde van het onderste lidmaat;45.0;Oudenaarde;< 5;0
17 - Traumata en vergiftigingen (800-999);945;Brandwonde van het onderste lidmaat;46.0;Sint-Niklaas;11;0
17 - Traumata en vergiftigingen (800-999);945;Brandwonde van het onderste lidmaat;51.0;Aat;< 5;0
17 - Traumata en vergiftigingen (800-999);945;Brandwonde van het onderste lidmaat;52.0;Charleroi;29;< 5
17 - Traumata en vergiftigingen (800-999);945;Brandwonde van het onderste lidmaat;53.0;Bergen;< 5;0
17 - Traumata en vergiftigingen (800-999);945;Brandwonde van het onderste lidmaat;54.0;Moeskroen;< 5;0
17 - Traumata en vergiftigingen (800-999);945;Brandwonde van het onderste lidmaat;55.0;Zinnik;5;0
17 - Traumata en vergiftigingen (800-999);945;Brandwonde van het onderste lidmaat;56.0;Thuin;< 5;< 5
17 - Traumata en vergiftigingen (800-999);945;Brandwonde van het onderste lidmaat;61.0;Hoei;< 5;< 5
17 - Traumata en vergiftigingen (800-999);945;Brandwonde van het onderste lidmaat;62.0;Luik;13;0
17 - Traumata en vergiftigingen (800-999);945;Brandwonde van het onderste lidmaat;63.0;Verviers;6;0
17 - Traumata en vergiftigingen (800-999);945;Brandwonde van het onderste lidmaat;64.0;Borgworm;< 5;0
17 - Traumata en vergiftigingen (800-999);945;Brandwonde van het onderste lidmaat;71.0;Hasselt;24;< 5
17 - Traumata en vergiftigingen (800-999);945;Brandwonde van het onderste lidmaat;72.0;Maaseik;11;< 5
17 - Traumata en vergiftigingen (800-999);945;Brandwonde van het onderste lidmaat;73.0;Tongeren;< 5;0
17 - Traumata en vergiftigingen (800-999);945;Brandwonde van het onderste lidmaat;82.0;Bastenaken;< 5;0
17 - Traumata en vergiftigingen (800-999);945;Brandwonde van het onderste lidmaat;84.0;Neufchâteau;< 5;0
17 - Traumata en vergiftigingen (800-999);945;Brandwonde van het onderste lidmaat;85.0;Virton;< 5;0
17 - Traumata en vergiftigingen (800-999);945;Brandwonde van het onderste lidmaat;91.0;Dinant;< 5;0
17 - Traumata en vergiftigingen (800-999);945;Brandwonde van het onderste lidmaat;92.0;Namen;9;5
17 - Traumata en vergiftigingen (800-999);945;Brandwonde van het onderste lidmaat;93.0;Philippeville;6;0
17 - Traumata en vergiftigingen (800-999);946;Brandwonde van multipele gespecificeerde lokalisaties;21.0;Brussel-Hoofdstad;< 5;0
17 - Traumata en vergiftigingen (800-999);946;Brandwonde van multipele gespecificeerde lokalisaties;34.0;Kortrijk;< 5;0
17 - Traumata en vergiftigingen (800-999);946;Brandwonde van multipele gespecificeerde lokalisaties;44.0;Gent;< 5;0
17 - Traumata en vergiftigingen (800-999);946;Brandwonde van multipele gespecificeerde lokalisaties;55.0;Zinnik;< 5;0
17 - Traumata en vergiftigingen (800-999);946;Brandwonde van multipele gespecificeerde lokalisaties;56.0;Thuin;< 5;0
17 - Traumata en vergiftigingen (800-999);946;Brandwonde van multipele gespecificeerde lokalisaties;62.0;Luik;< 5;0
17 - Traumata en vergiftigingen (800-999);946;Brandwonde van multipele gespecificeerde lokalisaties;71.0;Hasselt;< 5;0
17 - Traumata en vergiftigingen (800-999);946;Brandwonde van multipele gespecificeerde lokalisaties;73.0;Tongeren;< 5;0
17 - Traumata en vergiftigingen (800-999);946;Brandwonde van multipele gespecificeerde lokalisaties;91.0;Dinant;< 5;0
17 - Traumata en vergiftigingen (800-999);946;Brandwonde van multipele gespecificeerde lokalisaties;92.0;Namen;< 5;0
17 - Traumata en vergiftigingen (800-999);947;Brandwonde van inwendige organen;0.0;Buitenlands verblijf;< 5;0
17 - Traumata en vergiftigingen (800-999);947;Brandwonde van inwendige organen;11.0;Antwerpen;9;0
17 - Traumata en vergiftigingen (800-999);947;Brandwonde van inwendige organen;12.0;Mechelen;< 5;0
17 - Traumata en vergiftigingen (800-999);947;Brandwonde van inwendige organen;13.0;Turnhout;< 5;0
17 - Traumata en vergiftigingen (800-999);947;Brandwonde van inwendige organen;21.0;Brussel-Hoofdstad;< 5;0
17 - Traumata en vergiftigingen (800-999);947;Brandwonde van inwendige organen;23.0;Halle-Vilvoorde;< 5;0
17 - Traumata en vergiftigingen (800-999);947;Brandwonde van inwendige organen;31.0;Brugge;< 5;0
17 - Traumata en vergiftigingen (800-999);947;Brandwonde van inwendige organen;34.0;Kortrijk;< 5;0
17 - Traumata en vergiftigingen (800-999);947;Brandwonde van inwendige organen;35.0;Oostende;< 5;0
17 - Traumata en vergiftigingen (800-999);947;Brandwonde van inwendige organen;36.0;Roeselare;< 5;0
17 - Traumata en vergiftigingen (800-999);947;Brandwonde van inwendige organen;41.0;Aalst;< 5;0
17 - Traumata en vergiftigingen (800-999);947;Brandwonde van inwendige organen;43.0;Eeklo;< 5;0
17 - Traumata en vergiftigingen (800-999);947;Brandwonde van inwendige organen;44.0;Gent;< 5;0
17 - Traumata en vergiftigingen (800-999);947;Brandwonde van inwendige organen;53.0;Bergen;< 5;0
17 - Traumata en vergiftigingen (800-999);947;Brandwonde van inwendige organen;61.0;Hoei;< 5;0
17 - Traumata en vergiftigingen (800-999);947;Brandwonde van inwendige organen;62.0;Luik;< 5;0
17 - Traumata en vergiftigingen (800-999);947;Brandwonde van inwendige organen;63.0;Verviers;< 5;0
17 - Traumata en vergiftigingen (800-999);947;Brandwonde van inwendige organen;71.0;Hasselt;< 5;0
17 - Traumata en vergiftigingen (800-999);947;Brandwonde van inwendige organen;72.0;Maaseik;< 5;0
17 - Traumata en vergiftigingen (800-999);947;Brandwonde van inwendige organen;81.0;Aarlen;< 5;0
17 - Traumata en vergiftigingen (800-999);947;Brandwonde van inwendige organen;91.0;Dinant;< 5;0
17 - Traumata en vergiftigingen (800-999);948;Brandwonden geclassificeerd volgens de uitgebreidheid van de betrokken lichaamsoppervlakte;0.0;Buitenlands verblijf;< 5;< 5
17 - Traumata en vergiftigingen (800-999);948;Brandwonden geclassificeerd volgens de uitgebreidheid van de betrokken lichaamsoppervlakte;21.0;Brussel-Hoofdstad;10;0
17 - Traumata en vergiftigingen (800-999);948;Brandwonden geclassificeerd volgens de uitgebreidheid van de betrokken lichaamsoppervlakte;23.0;Halle-Vilvoorde;< 5;0
17 - Traumata en vergiftigingen (800-999);948;Brandwonden geclassificeerd volgens de uitgebreidheid van de betrokken lichaamsoppervlakte;36.0;Roeselare;< 5;0
17 - Traumata en vergiftigingen (800-999);948;Brandwonden geclassificeerd volgens de uitgebreidheid van de betrokken lichaamsoppervlakte;52.0;Charleroi;< 5;0
17 - Traumata en vergiftigingen (800-999);948;Brandwonden geclassificeerd volgens de uitgebreidheid van de betrokken lichaamsoppervlakte;53.0;Bergen;< 5;0
17 - Traumata en vergiftigingen (800-999);948;Brandwonden geclassificeerd volgens de uitgebreidheid van de betrokken lichaamsoppervlakte;56.0;Thuin;< 5;< 5
17 - Traumata en vergiftigingen (800-999);948;Brandwonden geclassificeerd volgens de uitgebreidheid van de betrokken lichaamsoppervlakte;62.0;Luik;< 5;0
17 - Traumata en vergiftigingen (800-999);948;Brandwonden geclassificeerd volgens de uitgebreidheid van de betrokken lichaamsoppervlakte;91.0;Dinant;< 5;0
17 - Traumata en vergiftigingen (800-999);948;Brandwonden geclassificeerd volgens de uitgebreidheid van de betrokken lichaamsoppervlakte;92.0;Namen;< 5;< 5
17 - Traumata en vergiftigingen (800-999);949;Brandwonde, niet gespecificeerd;11.0;Antwerpen;< 5;0
17 - Traumata en vergiftigingen (800-999);949;Brandwonde, niet gespecificeerd;23.0;Halle-Vilvoorde;< 5;0
17 - Traumata en vergiftigingen (800-999);949;Brandwonde, niet gespecificeerd;38.0;Veurne;< 5;0
17 - Traumata en vergiftigingen (800-999);949;Brandwonde, niet gespecificeerd;43.0;Eeklo;< 5;0
17 - Traumata en vergiftigingen (800-999);949;Brandwonde, niet gespecificeerd;53.0;Bergen;< 5;0
17 - Traumata en vergiftigingen (800-999);950;Letsel van nervus opticus en optische banen;12.0;Mechelen;< 5;0
17 - Traumata en vergiftigingen (800-999);950;Letsel van nervus opticus en optische banen;21.0;Brussel-Hoofdstad;< 5;0
17 - Traumata en vergiftigingen (800-999);950;Letsel van nervus opticus en optische banen;23.0;Halle-Vilvoorde;< 5;0
17 - Traumata en vergiftigingen (800-999);950;Letsel van nervus opticus en optische banen;24.0;Leuven;< 5;0
17 - Traumata en vergiftigingen (800-999);950;Letsel van nervus opticus en optische banen;31.0;Brugge;< 5;0
17 - Traumata en vergiftigingen (800-999);950;Letsel van nervus opticus en optische banen;41.0;Aalst;< 5;0
17 - Traumata en vergiftigingen (800-999);950;Letsel van nervus opticus en optische banen;62.0;Luik;< 5;0
17 - Traumata en vergiftigingen (800-999);950;Letsel van nervus opticus en optische banen;92.0;Namen;< 5;0
17 - Traumata en vergiftigingen (800-999);951;Letsel van andere craniale zenuwen;11.0;Antwerpen;< 5;0
17 - Traumata en vergiftigingen (800-999);951;Letsel van andere craniale zenuwen;21.0;Brussel-Hoofdstad;< 5;0
17 - Traumata en vergiftigingen (800-999);951;Letsel van andere craniale zenuwen;23.0;Halle-Vilvoorde;< 5;0
17 - Traumata en vergiftigingen (800-999);951;Letsel van andere craniale zenuwen;31.0;Brugge;< 5;0
17 - Traumata en vergiftigingen (800-999);951;Letsel van andere craniale zenuwen;34.0;Kortrijk;< 5;0
17 - Traumata en vergiftigingen (800-999);951;Letsel van andere craniale zenuwen;37.0;Tielt;< 5;0
17 - Traumata en vergiftigingen (800-999);951;Letsel van andere craniale zenuwen;44.0;Gent;< 5;< 5
17 - Traumata en vergiftigingen (800-999);951;Letsel van andere craniale zenuwen;51.0;Aat;< 5;0
17 - Traumata en vergiftigingen (800-999);951;Letsel van andere craniale zenuwen;52.0;Charleroi;< 5;0
17 - Traumata en vergiftigingen (800-999);951;Letsel van andere craniale zenuwen;54.0;Moeskroen;< 5;0
17 - Traumata en vergiftigingen (800-999);951;Letsel van andere craniale zenuwen;55.0;Zinnik;0;< 5
17 - Traumata en vergiftigingen (800-999);951;Letsel van andere craniale zenuwen;63.0;Verviers;< 5;0
17 - Traumata en vergiftigingen (800-999);951;Letsel van andere craniale zenuwen;83.0;Marche-en-Famenne;< 5;0
17 - Traumata en vergiftigingen (800-999);952;Letsel van het ruggenmerg zonder evidente botletsels van de wervels;11.0;Antwerpen;11;0
17 - Traumata en vergiftigingen (800-999);952;Letsel van het ruggenmerg zonder evidente botletsels van de wervels;12.0;Mechelen;< 5;0
17 - Traumata en vergiftigingen (800-999);952;Letsel van het ruggenmerg zonder evidente botletsels van de wervels;13.0;Turnhout;7;0
17 - Traumata en vergiftigingen (800-999);952;Letsel van het ruggenmerg zonder evidente botletsels van de wervels;21.0;Brussel-Hoofdstad;6;0
17 - Traumata en vergiftigingen (800-999);952;Letsel van het ruggenmerg zonder evidente botletsels van de wervels;23.0;Halle-Vilvoorde;< 5;0
17 - Traumata en vergiftigingen (800-999);952;Letsel van het ruggenmerg zonder evidente botletsels van de wervels;24.0;Leuven;< 5;0
17 - Traumata en vergiftigingen (800-999);952;Letsel van het ruggenmerg zonder evidente botletsels van de wervels;25.0;Nijvel;< 5;0
17 - Traumata en vergiftigingen (800-999);952;Letsel van het ruggenmerg zonder evidente botletsels van de wervels;31.0;Brugge;< 5;0
17 - Traumata en vergiftigingen (800-999);952;Letsel van het ruggenmerg zonder evidente botletsels van de wervels;32.0;Diksmuide;< 5;0
17 - Traumata en vergiftigingen (800-999);952;Letsel van het ruggenmerg zonder evidente botletsels van de wervels;34.0;Kortrijk;< 5;0
17 - Traumata en vergiftigingen (800-999);952;Letsel van het ruggenmerg zonder evidente botletsels van de wervels;35.0;Oostende;< 5;0
17 - Traumata en vergiftigingen (800-999);952;Letsel van het ruggenmerg zonder evidente botletsels van de wervels;36.0;Roeselare;< 5;0
17 - Traumata en vergiftigingen (800-999);952;Letsel van het ruggenmerg zonder evidente botletsels van de wervels;38.0;Veurne;< 5;0
