chap;code_icd;diagnostic;code_ins;arrondissement_du_domicile_du_patient;hosp_class;hosp_de_jour
17 - Traumatismes et empoisonnements (800-999);966;Intoxication par médicaments anticonvulsivants et antiparkinsoniens;33.0;Ypres;< 5;0
17 - Traumatismes et empoisonnements (800-999);966;Intoxication par médicaments anticonvulsivants et antiparkinsoniens;34.0;Courtrai;5;0
17 - Traumatismes et empoisonnements (800-999);966;Intoxication par médicaments anticonvulsivants et antiparkinsoniens;35.0;Ostende;< 5;0
17 - Traumatismes et empoisonnements (800-999);966;Intoxication par médicaments anticonvulsivants et antiparkinsoniens;36.0;Roulers;< 5;0
17 - Traumatismes et empoisonnements (800-999);966;Intoxication par médicaments anticonvulsivants et antiparkinsoniens;37.0;Tielt;< 5;0
17 - Traumatismes et empoisonnements (800-999);966;Intoxication par médicaments anticonvulsivants et antiparkinsoniens;41.0;Alost;< 5;0
17 - Traumatismes et empoisonnements (800-999);966;Intoxication par médicaments anticonvulsivants et antiparkinsoniens;42.0;Termonde;5;0
17 - Traumatismes et empoisonnements (800-999);966;Intoxication par médicaments anticonvulsivants et antiparkinsoniens;43.0;Eeklo;< 5;0
17 - Traumatismes et empoisonnements (800-999);966;Intoxication par médicaments anticonvulsivants et antiparkinsoniens;44.0;Gand;11;0
17 - Traumatismes et empoisonnements (800-999);966;Intoxication par médicaments anticonvulsivants et antiparkinsoniens;45.0;Audenarde;5;0
17 - Traumatismes et empoisonnements (800-999);966;Intoxication par médicaments anticonvulsivants et antiparkinsoniens;46.0;Saint-Nicolas;< 5;0
17 - Traumatismes et empoisonnements (800-999);966;Intoxication par médicaments anticonvulsivants et antiparkinsoniens;51.0;Ath;< 5;0
17 - Traumatismes et empoisonnements (800-999);966;Intoxication par médicaments anticonvulsivants et antiparkinsoniens;52.0;Charleroi;17;0
17 - Traumatismes et empoisonnements (800-999);966;Intoxication par médicaments anticonvulsivants et antiparkinsoniens;53.0;Mons;< 5;0
17 - Traumatismes et empoisonnements (800-999);966;Intoxication par médicaments anticonvulsivants et antiparkinsoniens;54.0;Mouscron;< 5;0
17 - Traumatismes et empoisonnements (800-999);966;Intoxication par médicaments anticonvulsivants et antiparkinsoniens;55.0;Soignies;< 5;0
17 - Traumatismes et empoisonnements (800-999);966;Intoxication par médicaments anticonvulsivants et antiparkinsoniens;56.0;Thuin;< 5;0
17 - Traumatismes et empoisonnements (800-999);966;Intoxication par médicaments anticonvulsivants et antiparkinsoniens;57.0;Tournai;< 5;0
17 - Traumatismes et empoisonnements (800-999);966;Intoxication par médicaments anticonvulsivants et antiparkinsoniens;61.0;Huy;< 5;0
17 - Traumatismes et empoisonnements (800-999);966;Intoxication par médicaments anticonvulsivants et antiparkinsoniens;62.0;Liège;17;0
17 - Traumatismes et empoisonnements (800-999);966;Intoxication par médicaments anticonvulsivants et antiparkinsoniens;63.0;Verviers;5;0
17 - Traumatismes et empoisonnements (800-999);966;Intoxication par médicaments anticonvulsivants et antiparkinsoniens;64.0;Waremme;< 5;0
17 - Traumatismes et empoisonnements (800-999);966;Intoxication par médicaments anticonvulsivants et antiparkinsoniens;71.0;Hasselt;6;0
17 - Traumatismes et empoisonnements (800-999);966;Intoxication par médicaments anticonvulsivants et antiparkinsoniens;72.0;Maaseik;< 5;0
17 - Traumatismes et empoisonnements (800-999);966;Intoxication par médicaments anticonvulsivants et antiparkinsoniens;73.0;Tongres;< 5;0
17 - Traumatismes et empoisonnements (800-999);966;Intoxication par médicaments anticonvulsivants et antiparkinsoniens;81.0;Arlon;< 5;0
17 - Traumatismes et empoisonnements (800-999);966;Intoxication par médicaments anticonvulsivants et antiparkinsoniens;82.0;Bastogne;< 5;0
17 - Traumatismes et empoisonnements (800-999);966;Intoxication par médicaments anticonvulsivants et antiparkinsoniens;85.0;Virton;< 5;0
17 - Traumatismes et empoisonnements (800-999);966;Intoxication par médicaments anticonvulsivants et antiparkinsoniens;91.0;Dinant;< 5;0
17 - Traumatismes et empoisonnements (800-999);966;Intoxication par médicaments anticonvulsivants et antiparkinsoniens;92.0;Namur;12;0
17 - Traumatismes et empoisonnements (800-999);966;Intoxication par médicaments anticonvulsivants et antiparkinsoniens;93.0;Philippeville;< 5;0
17 - Traumatismes et empoisonnements (800-999);967;Intoxication par sédatifs et hypnotiques;0.0;Domicile étranger;< 5;0
17 - Traumatismes et empoisonnements (800-999);967;Intoxication par sédatifs et hypnotiques;11.0;Anvers;46;0
17 - Traumatismes et empoisonnements (800-999);967;Intoxication par sédatifs et hypnotiques;12.0;Malines;16;0
17 - Traumatismes et empoisonnements (800-999);967;Intoxication par sédatifs et hypnotiques;13.0;Turnhout;32;0
17 - Traumatismes et empoisonnements (800-999);967;Intoxication par sédatifs et hypnotiques;21.0;Bruxelles-Capitale;24;0
17 - Traumatismes et empoisonnements (800-999);967;Intoxication par sédatifs et hypnotiques;23.0;Hal-Vilvorde;32;0
17 - Traumatismes et empoisonnements (800-999);967;Intoxication par sédatifs et hypnotiques;24.0;Louvain;40;0
17 - Traumatismes et empoisonnements (800-999);967;Intoxication par sédatifs et hypnotiques;25.0;Nivelles;21;< 5
17 - Traumatismes et empoisonnements (800-999);967;Intoxication par sédatifs et hypnotiques;31.0;Bruges;18;0
17 - Traumatismes et empoisonnements (800-999);967;Intoxication par sédatifs et hypnotiques;32.0;Dixmude;< 5;0
17 - Traumatismes et empoisonnements (800-999);967;Intoxication par sédatifs et hypnotiques;33.0;Ypres;12;0
17 - Traumatismes et empoisonnements (800-999);967;Intoxication par sédatifs et hypnotiques;34.0;Courtrai;16;0
17 - Traumatismes et empoisonnements (800-999);967;Intoxication par sédatifs et hypnotiques;35.0;Ostende;6;0
17 - Traumatismes et empoisonnements (800-999);967;Intoxication par sédatifs et hypnotiques;36.0;Roulers;7;0
17 - Traumatismes et empoisonnements (800-999);967;Intoxication par sédatifs et hypnotiques;37.0;Tielt;7;0
17 - Traumatismes et empoisonnements (800-999);967;Intoxication par sédatifs et hypnotiques;38.0;Furnes;6;0
17 - Traumatismes et empoisonnements (800-999);967;Intoxication par sédatifs et hypnotiques;41.0;Alost;6;0
17 - Traumatismes et empoisonnements (800-999);967;Intoxication par sédatifs et hypnotiques;42.0;Termonde;8;0
17 - Traumatismes et empoisonnements (800-999);967;Intoxication par sédatifs et hypnotiques;43.0;Eeklo;6;0
17 - Traumatismes et empoisonnements (800-999);967;Intoxication par sédatifs et hypnotiques;44.0;Gand;21;0
17 - Traumatismes et empoisonnements (800-999);967;Intoxication par sédatifs et hypnotiques;45.0;Audenarde;9;0
17 - Traumatismes et empoisonnements (800-999);967;Intoxication par sédatifs et hypnotiques;46.0;Saint-Nicolas;16;0
17 - Traumatismes et empoisonnements (800-999);967;Intoxication par sédatifs et hypnotiques;51.0;Ath;8;0
17 - Traumatismes et empoisonnements (800-999);967;Intoxication par sédatifs et hypnotiques;52.0;Charleroi;32;0
17 - Traumatismes et empoisonnements (800-999);967;Intoxication par sédatifs et hypnotiques;53.0;Mons;8;0
17 - Traumatismes et empoisonnements (800-999);967;Intoxication par sédatifs et hypnotiques;54.0;Mouscron;< 5;0
17 - Traumatismes et empoisonnements (800-999);967;Intoxication par sédatifs et hypnotiques;55.0;Soignies;18;0
17 - Traumatismes et empoisonnements (800-999);967;Intoxication par sédatifs et hypnotiques;56.0;Thuin;12;0
17 - Traumatismes et empoisonnements (800-999);967;Intoxication par sédatifs et hypnotiques;57.0;Tournai;10;0
17 - Traumatismes et empoisonnements (800-999);967;Intoxication par sédatifs et hypnotiques;61.0;Huy;< 5;0
17 - Traumatismes et empoisonnements (800-999);967;Intoxication par sédatifs et hypnotiques;62.0;Liège;39;0
17 - Traumatismes et empoisonnements (800-999);967;Intoxication par sédatifs et hypnotiques;63.0;Verviers;20;0
17 - Traumatismes et empoisonnements (800-999);967;Intoxication par sédatifs et hypnotiques;64.0;Waremme;< 5;0
17 - Traumatismes et empoisonnements (800-999);967;Intoxication par sédatifs et hypnotiques;71.0;Hasselt;18;0
17 - Traumatismes et empoisonnements (800-999);967;Intoxication par sédatifs et hypnotiques;72.0;Maaseik;6;0
17 - Traumatismes et empoisonnements (800-999);967;Intoxication par sédatifs et hypnotiques;73.0;Tongres;5;0
17 - Traumatismes et empoisonnements (800-999);967;Intoxication par sédatifs et hypnotiques;81.0;Arlon;< 5;0
17 - Traumatismes et empoisonnements (800-999);967;Intoxication par sédatifs et hypnotiques;82.0;Bastogne;< 5;0
17 - Traumatismes et empoisonnements (800-999);967;Intoxication par sédatifs et hypnotiques;83.0;Marche-en-Famenne;6;0
17 - Traumatismes et empoisonnements (800-999);967;Intoxication par sédatifs et hypnotiques;84.0;Neufchâteau;< 5;0
17 - Traumatismes et empoisonnements (800-999);967;Intoxication par sédatifs et hypnotiques;85.0;Virton;< 5;0
17 - Traumatismes et empoisonnements (800-999);967;Intoxication par sédatifs et hypnotiques;91.0;Dinant;9;0
17 - Traumatismes et empoisonnements (800-999);967;Intoxication par sédatifs et hypnotiques;92.0;Namur;47;0
17 - Traumatismes et empoisonnements (800-999);967;Intoxication par sédatifs et hypnotiques;93.0;Philippeville;6;0
17 - Traumatismes et empoisonnements (800-999);968;Intoxication par d'autres dépresseurs du système nerveux central et anesthésiques;0.0;Domicile étranger;< 5;0
17 - Traumatismes et empoisonnements (800-999);968;Intoxication par d'autres dépresseurs du système nerveux central et anesthésiques;11.0;Anvers;< 5;0
17 - Traumatismes et empoisonnements (800-999);968;Intoxication par d'autres dépresseurs du système nerveux central et anesthésiques;13.0;Turnhout;5;0
17 - Traumatismes et empoisonnements (800-999);968;Intoxication par d'autres dépresseurs du système nerveux central et anesthésiques;21.0;Bruxelles-Capitale;< 5;0
17 - Traumatismes et empoisonnements (800-999);968;Intoxication par d'autres dépresseurs du système nerveux central et anesthésiques;23.0;Hal-Vilvorde;< 5;0
17 - Traumatismes et empoisonnements (800-999);968;Intoxication par d'autres dépresseurs du système nerveux central et anesthésiques;24.0;Louvain;< 5;0
17 - Traumatismes et empoisonnements (800-999);968;Intoxication par d'autres dépresseurs du système nerveux central et anesthésiques;25.0;Nivelles;< 5;0
17 - Traumatismes et empoisonnements (800-999);968;Intoxication par d'autres dépresseurs du système nerveux central et anesthésiques;31.0;Bruges;< 5;0
17 - Traumatismes et empoisonnements (800-999);968;Intoxication par d'autres dépresseurs du système nerveux central et anesthésiques;32.0;Dixmude;< 5;0
17 - Traumatismes et empoisonnements (800-999);968;Intoxication par d'autres dépresseurs du système nerveux central et anesthésiques;34.0;Courtrai;< 5;0
17 - Traumatismes et empoisonnements (800-999);968;Intoxication par d'autres dépresseurs du système nerveux central et anesthésiques;35.0;Ostende;< 5;0
17 - Traumatismes et empoisonnements (800-999);968;Intoxication par d'autres dépresseurs du système nerveux central et anesthésiques;41.0;Alost;< 5;0
17 - Traumatismes et empoisonnements (800-999);968;Intoxication par d'autres dépresseurs du système nerveux central et anesthésiques;42.0;Termonde;< 5;0
17 - Traumatismes et empoisonnements (800-999);968;Intoxication par d'autres dépresseurs du système nerveux central et anesthésiques;62.0;Liège;< 5;0
17 - Traumatismes et empoisonnements (800-999);968;Intoxication par d'autres dépresseurs du système nerveux central et anesthésiques;73.0;Tongres;< 5;0
17 - Traumatismes et empoisonnements (800-999);969;Intoxication par agents psychotropes;0.0;Domicile étranger;50;0
17 - Traumatismes et empoisonnements (800-999);969;Intoxication par agents psychotropes;11.0;Anvers;391;5
17 - Traumatismes et empoisonnements (800-999);969;Intoxication par agents psychotropes;12.0;Malines;108;0
17 - Traumatismes et empoisonnements (800-999);969;Intoxication par agents psychotropes;13.0;Turnhout;171;< 5
17 - Traumatismes et empoisonnements (800-999);969;Intoxication par agents psychotropes;21.0;Bruxelles-Capitale;450;0
17 - Traumatismes et empoisonnements (800-999);969;Intoxication par agents psychotropes;23.0;Hal-Vilvorde;197;0
17 - Traumatismes et empoisonnements (800-999);969;Intoxication par agents psychotropes;24.0;Louvain;197;0
17 - Traumatismes et empoisonnements (800-999);969;Intoxication par agents psychotropes;25.0;Nivelles;212;0
17 - Traumatismes et empoisonnements (800-999);969;Intoxication par agents psychotropes;31.0;Bruges;156;0
17 - Traumatismes et empoisonnements (800-999);969;Intoxication par agents psychotropes;32.0;Dixmude;21;0
17 - Traumatismes et empoisonnements (800-999);969;Intoxication par agents psychotropes;33.0;Ypres;49;0
17 - Traumatismes et empoisonnements (800-999);969;Intoxication par agents psychotropes;34.0;Courtrai;101;0
17 - Traumatismes et empoisonnements (800-999);969;Intoxication par agents psychotropes;35.0;Ostende;57;0
17 - Traumatismes et empoisonnements (800-999);969;Intoxication par agents psychotropes;36.0;Roulers;91;< 5
17 - Traumatismes et empoisonnements (800-999);969;Intoxication par agents psychotropes;37.0;Tielt;39;< 5
17 - Traumatismes et empoisonnements (800-999);969;Intoxication par agents psychotropes;38.0;Furnes;21;0
17 - Traumatismes et empoisonnements (800-999);969;Intoxication par agents psychotropes;41.0;Alost;81;0
17 - Traumatismes et empoisonnements (800-999);969;Intoxication par agents psychotropes;42.0;Termonde;45;0
17 - Traumatismes et empoisonnements (800-999);969;Intoxication par agents psychotropes;43.0;Eeklo;37;0
17 - Traumatismes et empoisonnements (800-999);969;Intoxication par agents psychotropes;44.0;Gand;224;0
17 - Traumatismes et empoisonnements (800-999);969;Intoxication par agents psychotropes;45.0;Audenarde;67;0
17 - Traumatismes et empoisonnements (800-999);969;Intoxication par agents psychotropes;46.0;Saint-Nicolas;71;< 5
17 - Traumatismes et empoisonnements (800-999);969;Intoxication par agents psychotropes;51.0;Ath;38;0
17 - Traumatismes et empoisonnements (800-999);969;Intoxication par agents psychotropes;52.0;Charleroi;339;0
17 - Traumatismes et empoisonnements (800-999);969;Intoxication par agents psychotropes;53.0;Mons;173;0
17 - Traumatismes et empoisonnements (800-999);969;Intoxication par agents psychotropes;54.0;Mouscron;70;0
17 - Traumatismes et empoisonnements (800-999);969;Intoxication par agents psychotropes;55.0;Soignies;146;0
17 - Traumatismes et empoisonnements (800-999);969;Intoxication par agents psychotropes;56.0;Thuin;154;0
17 - Traumatismes et empoisonnements (800-999);969;Intoxication par agents psychotropes;57.0;Tournai;112;0
17 - Traumatismes et empoisonnements (800-999);969;Intoxication par agents psychotropes;61.0;Huy;74;0
17 - Traumatismes et empoisonnements (800-999);969;Intoxication par agents psychotropes;62.0;Liège;715;0
17 - Traumatismes et empoisonnements (800-999);969;Intoxication par agents psychotropes;63.0;Verviers;221;0
17 - Traumatismes et empoisonnements (800-999);969;Intoxication par agents psychotropes;64.0;Waremme;79;0
17 - Traumatismes et empoisonnements (800-999);969;Intoxication par agents psychotropes;71.0;Hasselt;150;0
17 - Traumatismes et empoisonnements (800-999);969;Intoxication par agents psychotropes;72.0;Maaseik;57;0
17 - Traumatismes et empoisonnements (800-999);969;Intoxication par agents psychotropes;73.0;Tongres;66;0
17 - Traumatismes et empoisonnements (800-999);969;Intoxication par agents psychotropes;81.0;Arlon;49;0
17 - Traumatismes et empoisonnements (800-999);969;Intoxication par agents psychotropes;82.0;Bastogne;47;0
17 - Traumatismes et empoisonnements (800-999);969;Intoxication par agents psychotropes;83.0;Marche-en-Famenne;45;0
17 - Traumatismes et empoisonnements (800-999);969;Intoxication par agents psychotropes;84.0;Neufchâteau;87;< 5
17 - Traumatismes et empoisonnements (800-999);969;Intoxication par agents psychotropes;85.0;Virton;43;0
17 - Traumatismes et empoisonnements (800-999);969;Intoxication par agents psychotropes;91.0;Dinant;128;0
17 - Traumatismes et empoisonnements (800-999);969;Intoxication par agents psychotropes;92.0;Namur;209;0
17 - Traumatismes et empoisonnements (800-999);969;Intoxication par agents psychotropes;93.0;Philippeville;64;0
17 - Traumatismes et empoisonnements (800-999);969;Intoxication par agents psychotropes;99.0;Sans domicile fixe;12;0
17 - Traumatismes et empoisonnements (800-999);970;Intoxication par stimulants du système nerveux central;0.0;Domicile étranger;< 5;0
17 - Traumatismes et empoisonnements (800-999);970;Intoxication par stimulants du système nerveux central;11.0;Anvers;13;0
17 - Traumatismes et empoisonnements (800-999);970;Intoxication par stimulants du système nerveux central;12.0;Malines;< 5;0
17 - Traumatismes et empoisonnements (800-999);970;Intoxication par stimulants du système nerveux central;21.0;Bruxelles-Capitale;14;0
17 - Traumatismes et empoisonnements (800-999);970;Intoxication par stimulants du système nerveux central;23.0;Hal-Vilvorde;< 5;0
17 - Traumatismes et empoisonnements (800-999);970;Intoxication par stimulants du système nerveux central;24.0;Louvain;< 5;0
17 - Traumatismes et empoisonnements (800-999);970;Intoxication par stimulants du système nerveux central;31.0;Bruges;< 5;0
17 - Traumatismes et empoisonnements (800-999);970;Intoxication par stimulants du système nerveux central;32.0;Dixmude;< 5;0
17 - Traumatismes et empoisonnements (800-999);970;Intoxication par stimulants du système nerveux central;34.0;Courtrai;< 5;0
17 - Traumatismes et empoisonnements (800-999);970;Intoxication par stimulants du système nerveux central;36.0;Roulers;< 5;0
17 - Traumatismes et empoisonnements (800-999);970;Intoxication par stimulants du système nerveux central;41.0;Alost;< 5;0
17 - Traumatismes et empoisonnements (800-999);970;Intoxication par stimulants du système nerveux central;42.0;Termonde;< 5;0
17 - Traumatismes et empoisonnements (800-999);970;Intoxication par stimulants du système nerveux central;43.0;Eeklo;< 5;0
17 - Traumatismes et empoisonnements (800-999);970;Intoxication par stimulants du système nerveux central;44.0;Gand;< 5;0
17 - Traumatismes et empoisonnements (800-999);970;Intoxication par stimulants du système nerveux central;45.0;Audenarde;< 5;0
17 - Traumatismes et empoisonnements (800-999);970;Intoxication par stimulants du système nerveux central;46.0;Saint-Nicolas;< 5;< 5
17 - Traumatismes et empoisonnements (800-999);970;Intoxication par stimulants du système nerveux central;51.0;Ath;< 5;0
17 - Traumatismes et empoisonnements (800-999);970;Intoxication par stimulants du système nerveux central;52.0;Charleroi;8;0
17 - Traumatismes et empoisonnements (800-999);970;Intoxication par stimulants du système nerveux central;53.0;Mons;< 5;0
17 - Traumatismes et empoisonnements (800-999);970;Intoxication par stimulants du système nerveux central;54.0;Mouscron;< 5;0
17 - Traumatismes et empoisonnements (800-999);970;Intoxication par stimulants du système nerveux central;62.0;Liège;12;0
17 - Traumatismes et empoisonnements (800-999);970;Intoxication par stimulants du système nerveux central;63.0;Verviers;< 5;0
17 - Traumatismes et empoisonnements (800-999);970;Intoxication par stimulants du système nerveux central;64.0;Waremme;< 5;0
17 - Traumatismes et empoisonnements (800-999);970;Intoxication par stimulants du système nerveux central;71.0;Hasselt;< 5;0
17 - Traumatismes et empoisonnements (800-999);970;Intoxication par stimulants du système nerveux central;72.0;Maaseik;< 5;0
17 - Traumatismes et empoisonnements (800-999);970;Intoxication par stimulants du système nerveux central;73.0;Tongres;< 5;0
17 - Traumatismes et empoisonnements (800-999);970;Intoxication par stimulants du système nerveux central;84.0;Neufchâteau;< 5;0
17 - Traumatismes et empoisonnements (800-999);970;Intoxication par stimulants du système nerveux central;92.0;Namur;< 5;0
17 - Traumatismes et empoisonnements (800-999);970;Intoxication par stimulants du système nerveux central;99.0;Sans domicile fixe;< 5;0
17 - Traumatismes et empoisonnements (800-999);971;Intoxication par médicaments affectant essentiellement le système nerveux autonome;0.0;Domicile étranger;< 5;0
17 - Traumatismes et empoisonnements (800-999);971;Intoxication par médicaments affectant essentiellement le système nerveux autonome;11.0;Anvers;13;0
17 - Traumatismes et empoisonnements (800-999);971;Intoxication par médicaments affectant essentiellement le système nerveux autonome;12.0;Malines;8;0
17 - Traumatismes et empoisonnements (800-999);971;Intoxication par médicaments affectant essentiellement le système nerveux autonome;13.0;Turnhout;6;0
17 - Traumatismes et empoisonnements (800-999);971;Intoxication par médicaments affectant essentiellement le système nerveux autonome;21.0;Bruxelles-Capitale;13;0
17 - Traumatismes et empoisonnements (800-999);971;Intoxication par médicaments affectant essentiellement le système nerveux autonome;23.0;Hal-Vilvorde;< 5;0
17 - Traumatismes et empoisonnements (800-999);971;Intoxication par médicaments affectant essentiellement le système nerveux autonome;24.0;Louvain;14;0
17 - Traumatismes et empoisonnements (800-999);971;Intoxication par médicaments affectant essentiellement le système nerveux autonome;31.0;Bruges;7;0
17 - Traumatismes et empoisonnements (800-999);971;Intoxication par médicaments affectant essentiellement le système nerveux autonome;32.0;Dixmude;< 5;0
17 - Traumatismes et empoisonnements (800-999);971;Intoxication par médicaments affectant essentiellement le système nerveux autonome;33.0;Ypres;< 5;0
17 - Traumatismes et empoisonnements (800-999);971;Intoxication par médicaments affectant essentiellement le système nerveux autonome;34.0;Courtrai;6;0
17 - Traumatismes et empoisonnements (800-999);971;Intoxication par médicaments affectant essentiellement le système nerveux autonome;35.0;Ostende;< 5;0
17 - Traumatismes et empoisonnements (800-999);971;Intoxication par médicaments affectant essentiellement le système nerveux autonome;36.0;Roulers;< 5;0
17 - Traumatismes et empoisonnements (800-999);971;Intoxication par médicaments affectant essentiellement le système nerveux autonome;41.0;Alost;< 5;0
17 - Traumatismes et empoisonnements (800-999);971;Intoxication par médicaments affectant essentiellement le système nerveux autonome;42.0;Termonde;< 5;0
17 - Traumatismes et empoisonnements (800-999);971;Intoxication par médicaments affectant essentiellement le système nerveux autonome;43.0;Eeklo;< 5;0
17 - Traumatismes et empoisonnements (800-999);971;Intoxication par médicaments affectant essentiellement le système nerveux autonome;44.0;Gand;< 5;0
17 - Traumatismes et empoisonnements (800-999);971;Intoxication par médicaments affectant essentiellement le système nerveux autonome;45.0;Audenarde;< 5;0
17 - Traumatismes et empoisonnements (800-999);971;Intoxication par médicaments affectant essentiellement le système nerveux autonome;46.0;Saint-Nicolas;< 5;0
17 - Traumatismes et empoisonnements (800-999);971;Intoxication par médicaments affectant essentiellement le système nerveux autonome;52.0;Charleroi;< 5;0
17 - Traumatismes et empoisonnements (800-999);971;Intoxication par médicaments affectant essentiellement le système nerveux autonome;53.0;Mons;5;0
17 - Traumatismes et empoisonnements (800-999);971;Intoxication par médicaments affectant essentiellement le système nerveux autonome;55.0;Soignies;< 5;0
17 - Traumatismes et empoisonnements (800-999);971;Intoxication par médicaments affectant essentiellement le système nerveux autonome;56.0;Thuin;< 5;0
17 - Traumatismes et empoisonnements (800-999);971;Intoxication par médicaments affectant essentiellement le système nerveux autonome;57.0;Tournai;< 5;0
17 - Traumatismes et empoisonnements (800-999);971;Intoxication par médicaments affectant essentiellement le système nerveux autonome;61.0;Huy;< 5;0
17 - Traumatismes et empoisonnements (800-999);971;Intoxication par médicaments affectant essentiellement le système nerveux autonome;62.0;Liège;17;0
17 - Traumatismes et empoisonnements (800-999);971;Intoxication par médicaments affectant essentiellement le système nerveux autonome;63.0;Verviers;< 5;0
17 - Traumatismes et empoisonnements (800-999);971;Intoxication par médicaments affectant essentiellement le système nerveux autonome;64.0;Waremme;< 5;0
17 - Traumatismes et empoisonnements (800-999);971;Intoxication par médicaments affectant essentiellement le système nerveux autonome;71.0;Hasselt;6;0
17 - Traumatismes et empoisonnements (800-999);971;Intoxication par médicaments affectant essentiellement le système nerveux autonome;73.0;Tongres;< 5;0
17 - Traumatismes et empoisonnements (800-999);971;Intoxication par médicaments affectant essentiellement le système nerveux autonome;81.0;Arlon;< 5;0
17 - Traumatismes et empoisonnements (800-999);971;Intoxication par médicaments affectant essentiellement le système nerveux autonome;82.0;Bastogne;< 5;0
17 - Traumatismes et empoisonnements (800-999);971;Intoxication par médicaments affectant essentiellement le système nerveux autonome;84.0;Neufchâteau;< 5;0
17 - Traumatismes et empoisonnements (800-999);971;Intoxication par médicaments affectant essentiellement le système nerveux autonome;85.0;Virton;< 5;0
17 - Traumatismes et empoisonnements (800-999);971;Intoxication par médicaments affectant essentiellement le système nerveux autonome;91.0;Dinant;< 5;0
17 - Traumatismes et empoisonnements (800-999);971;Intoxication par médicaments affectant essentiellement le système nerveux autonome;92.0;Namur;< 5;0
17 - Traumatismes et empoisonnements (800-999);971;Intoxication par médicaments affectant essentiellement le système nerveux autonome;93.0;Philippeville;< 5;0
17 - Traumatismes et empoisonnements (800-999);972;Intoxication par agents affectant essentiellement le système cardio-vasculaire;0.0;Domicile étranger;< 5;0
17 - Traumatismes et empoisonnements (800-999);972;Intoxication par agents affectant essentiellement le système cardio-vasculaire;11.0;Anvers;29;0
17 - Traumatismes et empoisonnements (800-999);972;Intoxication par agents affectant essentiellement le système cardio-vasculaire;12.0;Malines;8;0
17 - Traumatismes et empoisonnements (800-999);972;Intoxication par agents affectant essentiellement le système cardio-vasculaire;13.0;Turnhout;5;0
17 - Traumatismes et empoisonnements (800-999);972;Intoxication par agents affectant essentiellement le système cardio-vasculaire;21.0;Bruxelles-Capitale;36;0
17 - Traumatismes et empoisonnements (800-999);972;Intoxication par agents affectant essentiellement le système cardio-vasculaire;23.0;Hal-Vilvorde;16;0
17 - Traumatismes et empoisonnements (800-999);972;Intoxication par agents affectant essentiellement le système cardio-vasculaire;24.0;Louvain;9;0
17 - Traumatismes et empoisonnements (800-999);972;Intoxication par agents affectant essentiellement le système cardio-vasculaire;25.0;Nivelles;13;0
17 - Traumatismes et empoisonnements (800-999);972;Intoxication par agents affectant essentiellement le système cardio-vasculaire;31.0;Bruges;6;0
17 - Traumatismes et empoisonnements (800-999);972;Intoxication par agents affectant essentiellement le système cardio-vasculaire;33.0;Ypres;< 5;0
17 - Traumatismes et empoisonnements (800-999);972;Intoxication par agents affectant essentiellement le système cardio-vasculaire;34.0;Courtrai;6;0
17 - Traumatismes et empoisonnements (800-999);972;Intoxication par agents affectant essentiellement le système cardio-vasculaire;35.0;Ostende;8;0
17 - Traumatismes et empoisonnements (800-999);972;Intoxication par agents affectant essentiellement le système cardio-vasculaire;36.0;Roulers;5;0
17 - Traumatismes et empoisonnements (800-999);972;Intoxication par agents affectant essentiellement le système cardio-vasculaire;37.0;Tielt;< 5;0
17 - Traumatismes et empoisonnements (800-999);972;Intoxication par agents affectant essentiellement le système cardio-vasculaire;38.0;Furnes;< 5;0
17 - Traumatismes et empoisonnements (800-999);972;Intoxication par agents affectant essentiellement le système cardio-vasculaire;41.0;Alost;< 5;0
17 - Traumatismes et empoisonnements (800-999);972;Intoxication par agents affectant essentiellement le système cardio-vasculaire;42.0;Termonde;< 5;0
17 - Traumatismes et empoisonnements (800-999);972;Intoxication par agents affectant essentiellement le système cardio-vasculaire;43.0;Eeklo;< 5;0
17 - Traumatismes et empoisonnements (800-999);972;Intoxication par agents affectant essentiellement le système cardio-vasculaire;44.0;Gand;16;0
17 - Traumatismes et empoisonnements (800-999);972;Intoxication par agents affectant essentiellement le système cardio-vasculaire;45.0;Audenarde;< 5;0
17 - Traumatismes et empoisonnements (800-999);972;Intoxication par agents affectant essentiellement le système cardio-vasculaire;46.0;Saint-Nicolas;< 5;0
17 - Traumatismes et empoisonnements (800-999);972;Intoxication par agents affectant essentiellement le système cardio-vasculaire;51.0;Ath;5;0
17 - Traumatismes et empoisonnements (800-999);972;Intoxication par agents affectant essentiellement le système cardio-vasculaire;52.0;Charleroi;20;0
17 - Traumatismes et empoisonnements (800-999);972;Intoxication par agents affectant essentiellement le système cardio-vasculaire;53.0;Mons;8;0
17 - Traumatismes et empoisonnements (800-999);972;Intoxication par agents affectant essentiellement le système cardio-vasculaire;54.0;Mouscron;< 5;0
17 - Traumatismes et empoisonnements (800-999);972;Intoxication par agents affectant essentiellement le système cardio-vasculaire;55.0;Soignies;7;0
17 - Traumatismes et empoisonnements (800-999);972;Intoxication par agents affectant essentiellement le système cardio-vasculaire;56.0;Thuin;8;0
17 - Traumatismes et empoisonnements (800-999);972;Intoxication par agents affectant essentiellement le système cardio-vasculaire;57.0;Tournai;9;0
17 - Traumatismes et empoisonnements (800-999);972;Intoxication par agents affectant essentiellement le système cardio-vasculaire;61.0;Huy;< 5;0
17 - Traumatismes et empoisonnements (800-999);972;Intoxication par agents affectant essentiellement le système cardio-vasculaire;62.0;Liège;25;0
